ID_Caso,Fecha_Ingreso,Sucursal_Propietaria,Ejecutivo,Tipificacion,Subtipificacion,Dias_Cartera,Estado,Prioridad,Canal_Ingreso,Monto_Compra,Cumple_SLA_7_dias,M20,Contacto_Cliente,Escalado,Resultado_Gestion
CASO-100512,2026-08-09,Maipú,Ejecutivo_13,Anulación de compra,Stock,11,En gestión,Media,App,197941,No,No,Sí,No,Derivado
CASO-100513,2026-08-17,Quilicura,Ejecutivo_07,Servicio adicional,Instalación,3,Pendiente,Baja,App,157131,Sí,No,No,No,Pendiente información
CASO-100514,2026-07-23,Puente Alto,Ejecutivo_02,Devolución,Retiro pendiente,28,Pendiente,Alta,Web,104864,No,Sí,Sí,Sí,Pendiente información
CASO-100515,2026-07-22,Maipú,Ejecutivo_06,Producto defectuoso,Evaluación técnica,29,Escalado,Baja,Web,180794,No,Sí,Sí,No,Pendiente información
CASO-100516,2026-08-11,Ñuñoa,Ejecutivo_02,Consulta transaccional,Estado transacción,9,Cerrado,Alta,Tienda,153620,No,No,Sí,No,Resuelto
CASO-100517,2026-08-17,Puente Alto,Ejecutivo_15,Reembolso pendiente,En validación,3,Cerrado,Baja,Call Center,151150,Sí,No,Sí,No,Resuelto
CASO-100518,2026-07-26,Puente Alto,Ejecutivo_01,Reembolso pendiente,Pendiente sistema,25,Pendiente,Media,Call Center,141491,No,Sí,Sí,Sí,Cliente contactado
CASO-100519,2026-07-17,Providencia,Ejecutivo_14,Producto defectuoso,Evaluación técnica,34,Escalado,Baja,Tienda,171562,No,Sí,Sí,Sí,Derivado
CASO-100520,2026-08-08,La Florida,Ejecutivo_07,Anulación de compra,Error compra,12,Pendiente,Media,App,212158,No,No,Sí,No,Derivado
CASO-100521,2026-08-11,Maipú,Ejecutivo_13,Devolución,Retiro pendiente,9,En gestión,Media,Tienda,120158,No,No,No,No,Derivado
CASO-100522,2026-08-05,La Florida,Ejecutivo_02,Reembolso pendiente,Pendiente banco,15,Pendiente,Media,Tienda,194832,No,No,Sí,No,Resuelto
CASO-100523,2026-07-26,Puente Alto,Ejecutivo_13,Devolución,En revisión,25,Pendiente,Alta,App,166409,No,Sí,Sí,No,Resuelto
CASO-100524,2026-08-15,Santiago Centro,Ejecutivo_14,Reembolso pendiente,En validación,5,Pendiente,Baja,Call Center,6468,Sí,No,Sí,No,Resuelto
CASO-100525,2026-08-09,Puente Alto,Ejecutivo_14,Servicio adicional,Instalación,11,En gestión,Baja,Tienda,29309,No,No,No,No,En seguimiento
CASO-100526,2026-07-17,La Florida,Ejecutivo_02,Anulación de compra,Error compra,34,Pendiente,Baja,Call Center,202416,No,Sí,Sí,Sí,Cliente contactado
CASO-100527,2026-07-27,Maipú,Ejecutivo_13,Servicio adicional,Armado,24,Pendiente,Media,Tienda,226355,No,Sí,Sí,Sí,Derivado
CASO-100528,2026-08-05,Ñuñoa,Ejecutivo_11,Reembolso pendiente,Pendiente sistema,15,Pendiente,Baja,App,77255,No,No,Sí,No,Derivado
CASO-100529,2026-08-12,Providencia,Ejecutivo_05,Consulta transaccional,Abono,8,En gestión,Alta,App,86899,No,No,Sí,Sí,Resuelto
CASO-100530,2026-08-15,Providencia,Ejecutivo_14,Consulta transaccional,Estado transacción,5,En gestión,Media,Web,33718,Sí,No,Sí,No,Derivado
CASO-100531,2026-07-25,Providencia,Ejecutivo_05,Servicio adicional,Instalación,26,Pendiente,Media,App,230409,No,Sí,Sí,Sí,Derivado
CASO-100532,2026-08-02,Ñuñoa,Ejecutivo_07,Consulta transaccional,Estado transacción,18,Pendiente,Media,Web,244967,No,No,Sí,No,Pendiente información
CASO-100533,2026-08-14,Providencia,Ejecutivo_01,Reembolso pendiente,En validación,6,Pendiente,Media,Tienda,173913,Sí,No,No,No,Derivado
CASO-100534,2026-08-07,Maipú,Ejecutivo_08,Producto defectuoso,Garantía,13,Cerrado,Alta,Call Center,209620,No,No,Sí,No,Resuelto
CASO-100535,2026-07-23,Ñuñoa,Ejecutivo_03,Servicio adicional,Instalación,28,Escalado,Media,App,219637,No,Sí,Sí,Sí,Resuelto
CASO-100536,2026-08-15,Providencia,Ejecutivo_04,Producto no recibido,Despacho en ruta,5,Pendiente,Baja,App,182732,Sí,No,Sí,No,Cliente contactado
CASO-100537,2026-08-07,Ñuñoa,Ejecutivo_15,Anulación de compra,Stock,13,Pendiente,Media,App,111553,No,No,No,No,Cliente contactado
CASO-100538,2026-08-03,La Florida,Ejecutivo_09,Consulta transaccional,Estado transacción,17,Pendiente,Alta,Tienda,55281,No,No,Sí,Sí,Pendiente información
CASO-100539,2026-07-19,Quilicura,Ejecutivo_04,Consulta transaccional,Pago,32,Escalado,Media,Web,118451,No,Sí,No,Sí,Cliente contactado
CASO-100540,2026-07-22,Quilicura,Ejecutivo_10,Retraso en la entrega,Entregado,29,Pendiente,Media,Tienda,5767,No,Sí,No,Sí,Cliente contactado
CASO-100541,2026-08-17,Maipú,Ejecutivo_12,Descuento no aplicado,Promoción,3,Pendiente,Media,Call Center,139967,Sí,No,Sí,No,Resuelto
CASO-100542,2026-07-17,Las Condes,Ejecutivo_15,Servicio adicional,Armado,34,Escalado,Media,Tienda,63026,No,Sí,Sí,Sí,Resuelto
CASO-100543,2026-07-24,Santiago Centro,Ejecutivo_05,Problema de facturación,Boleta,27,Pendiente,Media,Call Center,123142,No,Sí,Sí,Sí,En seguimiento
CASO-100544,2026-08-07,Providencia,Ejecutivo_07,Consulta transaccional,Pago,13,Pendiente,Media,App,47968,No,No,Sí,No,Pendiente información
CASO-100545,2026-07-18,Santiago Centro,Ejecutivo_04,Anulación de compra,Error compra,33,Pendiente,Media,Call Center,176169,No,Sí,Sí,Sí,Cliente contactado
CASO-100546,2026-08-14,Ñuñoa,Ejecutivo_14,Producto no recibido,Despacho en ruta,6,En gestión,Baja,Call Center,151404,Sí,No,Sí,No,En seguimiento
CASO-100547,2026-07-27,Santiago Centro,Ejecutivo_01,Consulta transaccional,Estado transacción,24,Pendiente,Media,Web,150693,No,Sí,No,Sí,Pendiente información
CASO-100548,2026-08-01,Maipú,Ejecutivo_09,Producto no recibido,Despacho en ruta,19,En gestión,Media,Call Center,81870,No,No,Sí,No,Cliente contactado
CASO-100549,2026-08-04,Maipú,Ejecutivo_04,Reembolso pendiente,En validación,16,En gestión,Baja,Call Center,23174,No,No,No,No,Cliente contactado
CASO-100550,2026-07-23,Puente Alto,Ejecutivo_09,Reembolso pendiente,En validación,28,Pendiente,Media,Tienda,129357,No,Sí,Sí,Sí,Resuelto
CASO-100551,2026-07-18,Quilicura,Ejecutivo_06,Descuento no aplicado,Convenio,33,Pendiente,Alta,App,104189,No,Sí,Sí,Sí,Derivado
CASO-100552,2026-08-07,Providencia,Ejecutivo_15,Producto defectuoso,Evaluación técnica,13,En gestión,Baja,Tienda,45502,No,No,No,No,Pendiente información
CASO-100553,2026-07-26,Puente Alto,Ejecutivo_01,Problema de facturación,Factura,25,Pendiente,Media,Tienda,41674,No,Sí,Sí,No,Cliente contactado
CASO-100554,2026-07-24,Santiago Centro,Ejecutivo_12,Retraso en la entrega,Entregado,27,Pendiente,Media,App,42260,No,Sí,Sí,Sí,Pendiente información
CASO-100555,2026-08-13,Las Condes,Ejecutivo_03,Descuento no aplicado,Cupón,7,Pendiente,Alta,App,178570,Sí,No,Sí,Sí,En seguimiento
CASO-100556,2026-08-15,Puente Alto,Ejecutivo_11,Devolución,Recepcionado,5,Pendiente,Media,Call Center,203681,Sí,No,Sí,No,En seguimiento
CASO-100557,2026-07-20,Puente Alto,Ejecutivo_02,Retraso en la entrega,Nueva fecha disponible,31,Pendiente,Media,Call Center,185536,No,Sí,Sí,No,Derivado
CASO-100558,2026-07-28,Maipú,Ejecutivo_09,Servicio adicional,Despacho adicional,23,Pendiente,Alta,Web,76805,No,Sí,Sí,Sí,Cliente contactado
CASO-100559,2026-08-10,Las Condes,Ejecutivo_15,Anulación de compra,Stock,10,En gestión,Media,Tienda,200991,No,No,Sí,No,Resuelto
CASO-100560,2026-07-19,Ñuñoa,Ejecutivo_12,Devolución,En revisión,32,Pendiente,Media,App,190541,No,Sí,No,Sí,Cliente contactado
CASO-100561,2026-07-21,Santiago Centro,Ejecutivo_01,Devolución,Retiro pendiente,30,Pendiente,Media,Call Center,22194,No,Sí,Sí,Sí,Pendiente información
CASO-100562,2026-07-20,Puente Alto,Ejecutivo_13,Descuento no aplicado,Convenio,31,Pendiente,Alta,App,162883,No,Sí,No,No,En seguimiento
CASO-100563,2026-08-02,Las Condes,Ejecutivo_14,Producto defectuoso,Cambio,18,Pendiente,Alta,Call Center,77377,No,No,Sí,No,Pendiente información
CASO-100564,2026-08-18,Quilicura,Ejecutivo_09,Descuento no aplicado,Cupón,2,En gestión,Media,Web,135864,Sí,No,Sí,No,Derivado
CASO-100565,2026-08-06,Providencia,Ejecutivo_09,Servicio adicional,Despacho adicional,14,En gestión,Alta,Web,48723,No,No,Sí,Sí,En seguimiento
CASO-100566,2026-08-07,Las Condes,Ejecutivo_08,Consulta transaccional,Pago,13,Cerrado,Baja,App,236408,No,No,Sí,No,Resuelto
CASO-100567,2026-07-22,Quilicura,Ejecutivo_08,Consulta transaccional,Pago,29,Pendiente,Alta,Web,211307,No,Sí,No,Sí,En seguimiento
CASO-100568,2026-08-08,Santiago Centro,Ejecutivo_11,Producto defectuoso,Cambio,12,En gestión,Media,App,247113,No,No,Sí,No,Cliente contactado
CASO-100569,2026-08-18,Las Condes,Ejecutivo_14,Servicio adicional,Instalación,2,En gestión,Alta,Call Center,81298,Sí,No,Sí,Sí,Cliente contactado
CASO-100570,2026-07-19,Quilicura,Ejecutivo_12,Producto defectuoso,Cambio,32,Pendiente,Media,Tienda,64238,No,Sí,Sí,Sí,En seguimiento
CASO-100571,2026-08-07,Las Condes,Ejecutivo_01,Producto no recibido,Despacho en ruta,13,En gestión,Baja,Web,110433,No,No,Sí,No,Derivado
CASO-100572,2026-07-24,Las Condes,Ejecutivo_11,Consulta transaccional,Estado transacción,27,Pendiente,Media,Call Center,112092,No,Sí,No,No,Cliente contactado
CASO-100573,2026-08-03,Providencia,Ejecutivo_08,Devolución,Retiro pendiente,17,Pendiente,Baja,Tienda,7147,No,No,No,No,Cliente contactado
CASO-100574,2026-07-20,Quilicura,Ejecutivo_10,Problema de facturación,Cobro incorrecto,31,Pendiente,Media,Tienda,234991,No,Sí,Sí,No,Resuelto
CASO-100575,2026-07-17,Quilicura,Ejecutivo_14,Anulación de compra,Error compra,34,Escalado,Media,Tienda,235323,No,Sí,Sí,Sí,En seguimiento
CASO-100576,2026-07-27,Puente Alto,Ejecutivo_03,Servicio adicional,Instalación,24,Pendiente,Media,Call Center,43445,No,Sí,Sí,No,Cliente contactado
CASO-100577,2026-07-16,Santiago Centro,Ejecutivo_11,Retraso en la entrega,Entregado,35,Escalado,Baja,Call Center,189875,No,Sí,Sí,Sí,Derivado
CASO-100578,2026-08-14,Providencia,Ejecutivo_07,Producto defectuoso,Garantía,6,Pendiente,Media,App,197180,Sí,No,No,No,Pendiente información
CASO-100579,2026-08-01,Las Condes,Ejecutivo_11,Anulación de compra,Solicitud cliente,19,Pendiente,Media,Tienda,111170,No,No,Sí,No,En seguimiento
CASO-100580,2026-07-21,Las Condes,Ejecutivo_15,Retraso en la entrega,Entregado,30,Pendiente,Media,Tienda,138085,No,Sí,Sí,Sí,Resuelto
CASO-100581,2026-08-13,Puente Alto,Ejecutivo_01,Anulación de compra,Error compra,7,En gestión,Media,Tienda,90617,Sí,No,Sí,No,Cliente contactado
CASO-100582,2026-08-10,Santiago Centro,Ejecutivo_01,Problema de facturación,Factura,10,Cerrado,Baja,App,218482,No,No,No,No,Resuelto
CASO-100583,2026-07-19,Maipú,Ejecutivo_10,Retraso en la entrega,Entregado,32,Pendiente,Media,Tienda,58502,No,Sí,Sí,Sí,En seguimiento
CASO-100584,2026-07-17,Providencia,Ejecutivo_13,Descuento no aplicado,Promoción,34,Pendiente,Media,Call Center,122116,No,Sí,Sí,Sí,Derivado
CASO-100585,2026-07-23,Puente Alto,Ejecutivo_05,Reembolso pendiente,En validación,28,Escalado,Baja,Tienda,42755,No,Sí,Sí,No,Derivado
CASO-100586,2026-08-05,Santiago Centro,Ejecutivo_05,Descuento no aplicado,Cupón,15,Cerrado,Media,Web,144805,No,No,Sí,No,Resuelto
CASO-100587,2026-07-21,Providencia,Ejecutivo_08,Consulta transaccional,Estado transacción,30,Pendiente,Baja,Call Center,14479,No,Sí,No,Sí,En seguimiento
CASO-100588,2026-07-22,Las Condes,Ejecutivo_07,Reembolso pendiente,Pendiente banco,29,Pendiente,Media,App,80361,No,Sí,Sí,Sí,Cliente contactado
CASO-100589,2026-07-29,Santiago Centro,Ejecutivo_08,Descuento no aplicado,Cupón,22,Pendiente,Media,Tienda,157376,No,Sí,Sí,Sí,Resuelto
CASO-100590,2026-08-16,Santiago Centro,Ejecutivo_06,Reembolso pendiente,Pendiente banco,4,Pendiente,Baja,Web,171766,Sí,No,Sí,No,Cliente contactado
CASO-100591,2026-07-31,Ñuñoa,Ejecutivo_06,Reembolso pendiente,Pendiente sistema,20,En gestión,Alta,App,129232,No,No,Sí,No,Pendiente información
CASO-100592,2026-07-19,Santiago Centro,Ejecutivo_02,Devolución,En revisión,32,Pendiente,Media,App,110586,No,Sí,Sí,Sí,Derivado
CASO-100593,2026-08-16,Maipú,Ejecutivo_06,Producto defectuoso,Garantía,4,Cerrado,Media,Call Center,86171,Sí,No,Sí,No,Resuelto
CASO-100594,2026-07-24,Santiago Centro,Ejecutivo_05,Producto defectuoso,Garantía,27,Escalado,Media,App,119151,No,Sí,Sí,Sí,Derivado
CASO-100595,2026-08-03,Maipú,Ejecutivo_13,Devolución,Recepcionado,17,Pendiente,Media,App,91296,No,No,Sí,No,Resuelto
CASO-100596,2026-08-08,Las Condes,Ejecutivo_03,Anulación de compra,Error compra,12,Pendiente,Baja,App,145562,No,No,Sí,No,Cliente contactado
CASO-100597,2026-07-29,Maipú,Ejecutivo_06,Producto no recibido,Listo para retiro,22,Escalado,Media,App,157324,No,Sí,No,Sí,Cliente contactado
CASO-100598,2026-08-03,Providencia,Ejecutivo_08,Anulación de compra,Stock,17,Pendiente,Media,Tienda,241362,No,No,Sí,No,Resuelto
CASO-100599,2026-08-10,Las Condes,Ejecutivo_09,Retraso en la entrega,Nueva fecha disponible,10,En gestión,Baja,Tienda,142934,No,No,Sí,No,En seguimiento
CASO-100600,2026-08-19,Las Condes,Ejecutivo_01,Retraso en la entrega,Entregado,1,Pendiente,Media,Tienda,246535,Sí,No,Sí,No,Pendiente información
CASO-100601,2026-07-29,Maipú,Ejecutivo_03,Reembolso pendiente,Pendiente sistema,22,Pendiente,Media,Tienda,74959,No,Sí,Sí,Sí,Pendiente información
CASO-100602,2026-07-25,Quilicura,Ejecutivo_03,Descuento no aplicado,Convenio,26,Pendiente,Media,Web,146522,No,Sí,Sí,No,Cliente contactado
CASO-100603,2026-08-02,Puente Alto,Ejecutivo_11,Descuento no aplicado,Convenio,18,En gestión,Baja,Tienda,61022,No,No,No,No,Cliente contactado
CASO-100604,2026-08-06,La Florida,Ejecutivo_08,Producto defectuoso,Garantía,14,Cerrado,Media,App,66991,No,No,Sí,No,Resuelto
CASO-100605,2026-07-22,Quilicura,Ejecutivo_01,Servicio adicional,Instalación,29,Pendiente,Baja,Tienda,176999,No,Sí,Sí,Sí,Resuelto
CASO-100606,2026-08-08,Santiago Centro,Ejecutivo_05,Anulación de compra,Error compra,12,En gestión,Baja,Tienda,236449,No,No,Sí,No,En seguimiento
CASO-100607,2026-07-16,Ñuñoa,Ejecutivo_03,Consulta transaccional,Estado transacción,35,Escalado,Media,Call Center,224162,No,Sí,Sí,No,Pendiente información
CASO-100608,2026-08-08,La Florida,Ejecutivo_02,Problema de facturación,Cobro incorrecto,12,En gestión,Media,App,54853,No,No,Sí,No,Derivado
CASO-100609,2026-08-13,Santiago Centro,Ejecutivo_15,Descuento no aplicado,Convenio,7,En gestión,Baja,Tienda,36826,Sí,No,Sí,No,Resuelto
CASO-100610,2026-07-22,Quilicura,Ejecutivo_08,Problema de facturación,Cobro incorrecto,29,Pendiente,Media,Tienda,47879,No,Sí,Sí,Sí,Pendiente información
CASO-100611,2026-08-09,Quilicura,Ejecutivo_03,Reembolso pendiente,En validación,11,En gestión,Baja,Tienda,193337,No,No,Sí,No,En seguimiento
CASO-100612,2026-07-18,Santiago Centro,Ejecutivo_07,Problema de facturación,Factura,33,Pendiente,Baja,Web,77361,No,Sí,No,Sí,Resuelto
CASO-100613,2026-08-14,Las Condes,Ejecutivo_12,Consulta transaccional,Estado transacción,6,En gestión,Media,Tienda,245028,Sí,No,No,No,Pendiente información
CASO-100614,2026-08-05,Santiago Centro,Ejecutivo_11,Devolución,Recepcionado,15,Pendiente,Media,Call Center,82990,No,No,Sí,No,Resuelto
CASO-100615,2026-07-19,Ñuñoa,Ejecutivo_01,Consulta transaccional,Abono,32,Escalado,Baja,App,94787,No,Sí,Sí,Sí,Pendiente información
CASO-100616,2026-08-09,Quilicura,Ejecutivo_06,Problema de facturación,Cobro incorrecto,11,En gestión,Baja,App,222256,No,No,No,No,Pendiente información
CASO-100617,2026-07-28,Santiago Centro,Ejecutivo_03,Consulta transaccional,Estado transacción,23,Pendiente,Media,Tienda,45736,No,Sí,Sí,No,En seguimiento
CASO-100618,2026-07-25,Maipú,Ejecutivo_08,Producto no recibido,No entregado,26,Pendiente,Alta,Tienda,29530,No,Sí,Sí,Sí,Derivado
CASO-100619,2026-07-17,La Florida,Ejecutivo_06,Reembolso pendiente,Pendiente sistema,34,Escalado,Media,Tienda,214124,No,Sí,No,No,En seguimiento
CASO-100620,2026-07-17,Maipú,Ejecutivo_12,Anulación de compra,Error compra,34,Escalado,Media,App,183130,No,Sí,No,No,Pendiente información
CASO-100621,2026-07-22,Ñuñoa,Ejecutivo_02,Devolución,En revisión,29,Escalado,Media,App,111080,No,Sí,Sí,Sí,Resuelto
CASO-100622,2026-08-16,Santiago Centro,Ejecutivo_06,Descuento no aplicado,Promoción,4,Pendiente,Media,Web,210166,Sí,No,Sí,No,En seguimiento
CASO-100623,2026-08-03,Providencia,Ejecutivo_07,Retraso en la entrega,Nueva fecha disponible,17,Cerrado,Media,Call Center,79255,No,No,Sí,No,Resuelto
CASO-100624,2026-07-16,Ñuñoa,Ejecutivo_05,Anulación de compra,Stock,35,Pendiente,Media,Web,140958,No,Sí,Sí,No,Pendiente información
CASO-100625,2026-08-07,Las Condes,Ejecutivo_03,Retraso en la entrega,Sin nueva fecha,13,Pendiente,Media,Call Center,131598,No,No,Sí,No,En seguimiento
CASO-100626,2026-08-05,Maipú,Ejecutivo_04,Reembolso pendiente,Pendiente sistema,15,En gestión,Media,Web,229793,No,No,Sí,No,En seguimiento
CASO-100627,2026-07-22,Maipú,Ejecutivo_04,Devolución,Retiro pendiente,29,Escalado,Media,App,123623,No,Sí,Sí,No,En seguimiento
CASO-100628,2026-07-22,Puente Alto,Ejecutivo_06,Producto defectuoso,Evaluación técnica,29,Pendiente,Media,Web,42387,No,Sí,Sí,Sí,En seguimiento
CASO-100629,2026-08-09,Santiago Centro,Ejecutivo_10,Descuento no aplicado,Convenio,11,Pendiente,Media,Call Center,157647,No,No,Sí,No,Resuelto
CASO-100630,2026-07-19,Las Condes,Ejecutivo_01,Producto no recibido,No entregado,32,Pendiente,Media,Tienda,117260,No,Sí,Sí,Sí,Derivado
CASO-100631,2026-08-18,Providencia,Ejecutivo_11,Producto defectuoso,Evaluación técnica,2,Pendiente,Media,Call Center,244721,Sí,No,Sí,No,Derivado
CASO-100632,2026-08-06,Maipú,Ejecutivo_04,Reembolso pendiente,En validación,14,Cerrado,Media,Tienda,175715,No,No,Sí,No,Resuelto
CASO-100633,2026-07-31,Maipú,Ejecutivo_10,Anulación de compra,Error compra,20,En gestión,Baja,App,146172,No,No,No,No,Cliente contactado
CASO-100634,2026-07-29,Las Condes,Ejecutivo_13,Producto no recibido,Listo para retiro,22,Pendiente,Media,Call Center,196428,No,Sí,Sí,Sí,Resuelto
CASO-100635,2026-08-09,Ñuñoa,Ejecutivo_04,Consulta transaccional,Pago,11,En gestión,Baja,Web,143928,No,No,No,No,Pendiente información
CASO-100636,2026-07-24,Ñuñoa,Ejecutivo_10,Problema de facturación,Boleta,27,Escalado,Media,Call Center,174241,No,Sí,No,No,Pendiente información
CASO-100637,2026-08-17,Santiago Centro,Ejecutivo_01,Producto no recibido,No entregado,3,Cerrado,Media,Tienda,164876,Sí,No,Sí,No,Resuelto
CASO-100638,2026-08-03,Quilicura,Ejecutivo_09,Reembolso pendiente,Pendiente sistema,17,Cerrado,Baja,App,171862,No,No,Sí,No,Resuelto
CASO-100639,2026-07-23,Puente Alto,Ejecutivo_04,Servicio adicional,Armado,28,Escalado,Media,Web,35988,No,Sí,No,Sí,Cliente contactado
CASO-100640,2026-07-22,Maipú,Ejecutivo_07,Problema de facturación,Cobro incorrecto,29,Pendiente,Media,Call Center,246051,No,Sí,Sí,Sí,Resuelto
CASO-100641,2026-07-30,Quilicura,Ejecutivo_12,Retraso en la entrega,Entregado,21,Pendiente,Media,Tienda,81448,No,Sí,Sí,Sí,Cliente contactado
CASO-100642,2026-08-04,Quilicura,Ejecutivo_14,Descuento no aplicado,Cupón,16,Pendiente,Media,Web,174578,No,No,Sí,No,Pendiente información
CASO-100643,2026-07-31,Puente Alto,Ejecutivo_03,Retraso en la entrega,Sin nueva fecha,20,Pendiente,Alta,App,118430,No,No,Sí,Sí,Cliente contactado
CASO-100644,2026-08-14,Quilicura,Ejecutivo_10,Producto no recibido,No entregado,6,En gestión,Media,Web,223976,Sí,No,No,No,Cliente contactado
CASO-100645,2026-08-01,Quilicura,Ejecutivo_12,Retraso en la entrega,Sin nueva fecha,19,En gestión,Alta,App,203378,No,No,No,Sí,Derivado
CASO-100646,2026-08-15,Ñuñoa,Ejecutivo_03,Reembolso pendiente,Pendiente banco,5,Cerrado,Alta,Web,148377,Sí,No,No,Sí,Resuelto
CASO-100647,2026-08-17,Ñuñoa,Ejecutivo_14,Consulta transaccional,Pago,3,En gestión,Baja,Call Center,146041,Sí,No,Sí,No,Cliente contactado
CASO-100648,2026-08-19,La Florida,Ejecutivo_08,Anulación de compra,Solicitud cliente,1,Cerrado,Media,Tienda,17404,Sí,No,Sí,No,Resuelto
CASO-100649,2026-08-05,Providencia,Ejecutivo_08,Descuento no aplicado,Cupón,15,En gestión,Media,Call Center,145061,No,No,Sí,No,En seguimiento
CASO-100650,2026-07-17,Santiago Centro,Ejecutivo_11,Retraso en la entrega,Nueva fecha disponible,34,Pendiente,Baja,Call Center,201377,No,Sí,Sí,Sí,Cliente contactado
CASO-100651,2026-07-16,Quilicura,Ejecutivo_12,Retraso en la entrega,Nueva fecha disponible,35,Pendiente,Media,App,172055,No,Sí,Sí,Sí,Cliente contactado
CASO-100652,2026-07-26,La Florida,Ejecutivo_01,Producto no recibido,Despacho en ruta,25,Pendiente,Media,App,246356,No,Sí,Sí,No,Derivado
CASO-100653,2026-07-27,Providencia,Ejecutivo_10,Anulación de compra,Stock,24,Pendiente,Media,App,175534,No,Sí,Sí,No,Pendiente información
CASO-100654,2026-08-08,La Florida,Ejecutivo_02,Producto defectuoso,Evaluación técnica,12,Cerrado,Media,Call Center,24360,No,No,Sí,No,Resuelto
CASO-100655,2026-08-02,La Florida,Ejecutivo_08,Retraso en la entrega,Sin nueva fecha,18,Pendiente,Media,Web,90657,No,No,Sí,No,Pendiente información
CASO-100656,2026-08-05,Santiago Centro,Ejecutivo_01,Reembolso pendiente,En validación,15,Cerrado,Baja,Web,162359,No,No,Sí,No,Resuelto
CASO-100657,2026-08-04,Santiago Centro,Ejecutivo_15,Servicio adicional,Armado,16,Pendiente,Baja,Call Center,201544,No,No,Sí,No,Pendiente información
CASO-100658,2026-07-24,Las Condes,Ejecutivo_12,Descuento no aplicado,Promoción,27,Pendiente,Media,Call Center,245037,No,Sí,Sí,Sí,Cliente contactado
CASO-100659,2026-08-12,Puente Alto,Ejecutivo_08,Retraso en la entrega,Entregado,8,Cerrado,Media,Tienda,197385,No,No,Sí,No,Resuelto
CASO-100660,2026-07-26,Puente Alto,Ejecutivo_08,Reembolso pendiente,Pendiente sistema,25,Escalado,Media,App,39160,No,Sí,No,No,Pendiente información
CASO-100661,2026-08-03,Las Condes,Ejecutivo_02,Reembolso pendiente,Pendiente banco,17,Pendiente,Alta,App,11789,No,No,No,Sí,En seguimiento
CASO-100662,2026-07-22,Las Condes,Ejecutivo_04,Descuento no aplicado,Convenio,29,Pendiente,Baja,Call Center,163253,No,Sí,No,Sí,Resuelto
CASO-100663,2026-08-12,Ñuñoa,Ejecutivo_06,Producto defectuoso,Garantía,8,Cerrado,Alta,Call Center,150457,No,No,Sí,Sí,Resuelto
CASO-100664,2026-08-05,Providencia,Ejecutivo_12,Reembolso pendiente,En validación,15,Pendiente,Media,Web,87597,No,No,Sí,No,Cliente contactado
CASO-100665,2026-07-24,La Florida,Ejecutivo_11,Servicio adicional,Armado,27,Pendiente,Baja,Call Center,70641,No,Sí,Sí,Sí,En seguimiento
CASO-100666,2026-08-13,Quilicura,Ejecutivo_09,Reembolso pendiente,En validación,7,Pendiente,Media,Web,49247,Sí,No,Sí,No,Derivado
CASO-100667,2026-08-17,Las Condes,Ejecutivo_15,Reembolso pendiente,En validación,3,Cerrado,Media,Call Center,91673,Sí,No,Sí,No,Resuelto
CASO-100668,2026-07-22,Maipú,Ejecutivo_08,Reembolso pendiente,Pendiente banco,29,Pendiente,Media,Tienda,236322,No,Sí,No,Sí,Derivado
CASO-100669,2026-07-27,Puente Alto,Ejecutivo_12,Consulta transaccional,Abono,24,Pendiente,Baja,Tienda,10544,No,Sí,Sí,Sí,Cliente contactado
CASO-100670,2026-08-17,Las Condes,Ejecutivo_15,Consulta transaccional,Pago,3,En gestión,Media,Web,149347,Sí,No,No,No,Resuelto
CASO-100671,2026-07-31,Maipú,Ejecutivo_08,Producto defectuoso,Cambio,20,En gestión,Baja,App,241361,No,No,No,No,Derivado
CASO-100672,2026-08-05,Maipú,Ejecutivo_07,Retraso en la entrega,Sin nueva fecha,15,En gestión,Alta,Tienda,68248,No,No,Sí,No,Resuelto
CASO-100673,2026-07-26,Maipú,Ejecutivo_14,Reembolso pendiente,En validación,25,Pendiente,Baja,Web,39550,No,Sí,Sí,Sí,En seguimiento
CASO-100674,2026-07-21,Ñuñoa,Ejecutivo_13,Anulación de compra,Solicitud cliente,30,Pendiente,Baja,Call Center,58693,No,Sí,Sí,No,Cliente contactado
CASO-100675,2026-08-06,Ñuñoa,Ejecutivo_09,Retraso en la entrega,Nueva fecha disponible,14,Pendiente,Media,Call Center,133924,No,No,Sí,No,Derivado
CASO-100676,2026-08-13,Quilicura,Ejecutivo_15,Producto defectuoso,Cambio,7,Pendiente,Media,Web,155713,Sí,No,Sí,No,En seguimiento
CASO-100677,2026-08-03,Quilicura,Ejecutivo_02,Devolución,En revisión,17,Pendiente,Media,App,207821,No,No,Sí,No,Pendiente información
CASO-100678,2026-07-31,Maipú,Ejecutivo_03,Retraso en la entrega,Nueva fecha disponible,20,En gestión,Media,Web,85021,No,No,Sí,No,En seguimiento
CASO-100679,2026-08-11,Providencia,Ejecutivo_10,Retraso en la entrega,Sin nueva fecha,9,Cerrado,Media,Web,20605,No,No,Sí,No,Resuelto
CASO-100680,2026-07-29,Ñuñoa,Ejecutivo_08,Problema de facturación,Cobro incorrecto,22,Pendiente,Media,Tienda,239245,No,Sí,Sí,No,Cliente contactado
CASO-100681,2026-08-18,La Florida,Ejecutivo_14,Producto no recibido,No entregado,2,En gestión,Media,Web,55713,Sí,No,Sí,No,Cliente contactado
